job_id,salary_bin
JOB-2019-0005899,0
JOB-2019-0019658,1
JOB-2019-0005151,3
JOB-2019-0020138,9
JOB-2019-0011627,6
JOB-2019-0004107,9
JOB-2019-0017728,9
JOB-2019-0017305,9
JOB-2019-0010015,3
JOB-2019-0002694,2
JOB-2019-0003273,4
JOB-2019-0012885,9
JOB-2019-0005605,2
JOB-2019-0011215,0
JOB-2019-0019525,9
JOB-2019-0002754,6
JOB-2019-0008234,9
JOB-2019-0004302,9
JOB-2019-0013279,9
JOB-2019-0011529,7
JOB-2019-0000670,9
JOB-2019-0009097,7
JOB-2019-0015670,7
JOB-2019-0004675,0
JOB-2019-0000564,9
JOB-2019-0018372,9
JOB-2019-0018666,9
JOB-2019-0015307,3
JOB-2019-0017647,2
JOB-2019-0006304,9
JOB-2019-0019985,2
JOB-2019-0014798,0
JOB-2019-0016082,1
JOB-2019-0006877,4
JOB-2019-0015526,4
JOB-2019-0005615,7
JOB-2019-0002438,7
JOB-2019-0018515,9
JOB-2019-0011604,7
JOB-2019-0001997,9
JOB-2019-0019237,6
JOB-2019-0016283,3
JOB-2019-0020194,2
JOB-2019-0005789,9
JOB-2019-0006995,0
JOB-2019-0016673,4
JOB-2019-0003660,5
JOB-2019-0017834,9
JOB-2019-0018292,1
JOB-2019-0007799,9
JOB-2019-0011025,2
JOB-2019-0017810,9
JOB-2019-0015290,7
JOB-2019-0010317,5
JOB-2019-0004824,0
JOB-2019-0002901,0
JOB-2019-0017334,8
JOB-2019-0012781,0
JOB-2019-0017197,3
JOB-2019-0006300,3
JOB-2019-0013455,7
JOB-2019-0016950,4
JOB-2019-0009645,2
JOB-2019-0007919,8
JOB-2019-0012434,9
JOB-2019-0005957,0
JOB-2019-0014206,6
JOB-2019-0009763,7
JOB-2019-0010107,3
JOB-2019-0007066,3
JOB-2019-0001248,2
JOB-2019-0019638,9
JOB-2019-0007736,0
JOB-2019-0006513,0
JOB-2019-0013093,9
JOB-2019-0017049,4
JOB-2019-0000859,9
JOB-2019-0010248,1
JOB-2019-0001306,4
JOB-2019-0007718,4
JOB-2019-0016174,6
JOB-2019-0005298,1
JOB-2019-0008877,2
JOB-2019-0016387,1
JOB-2019-0017488,0
JOB-2019-0007720,3
JOB-2019-0016723,4
JOB-2019-0014013,6
JOB-2019-0015379,6
JOB-2019-0006254,2
JOB-2019-0016018,7
JOB-2019-0003242,2
JOB-2019-0003761,8
JOB-2019-0000207,9
JOB-2019-0013274,6
JOB-2019-0011523,9
JOB-2019-0017912,1
JOB-2019-0001268,0
JOB-2019-0006467,0
JOB-2019-0007062,3
JOB-2019-0008039,4
JOB-2019-0012353,0
JOB-2019-0001364,6
JOB-2019-0006991,0
JOB-2019-0004759,4
JOB-2019-0015480,6
JOB-2019-0008439,6
JOB-2019-0011057,0
JOB-2019-0007039,0
JOB-2019-0001798,3
JOB-2019-0008110,3
JOB-2019-0004164,6
JOB-2019-0015625,9
JOB-2019-0002543,6
JOB-2019-0007267,9
JOB-2019-0010535,6
JOB-2019-0008824,0
JOB-2019-0004467,5
JOB-2019-0017276,9
JOB-2019-0008086,0
JOB-2019-0013137,8
JOB-2019-0016108,0
JOB-2019-0009465,2
JOB-2019-0015241,0
JOB-2019-0014260,0
JOB-2019-0016384,0
JOB-2019-0018382,2
JOB-2019-0014150,0
JOB-2019-0012889,0
JOB-2019-0008809,5
JOB-2019-0006472,3
JOB-2019-0003443,6
JOB-2019-0001833,6
JOB-2019-0012776,0
JOB-2019-0013781,5
JOB-2019-0005603,0
JOB-2019-0017367,6
JOB-2019-0008482,0
JOB-2019-0005190,7
JOB-2019-0019521,7
JOB-2019-0003478,1
JOB-2019-0017756,4
JOB-2019-0002366,5
JOB-2019-0003388,3
JOB-2019-0009510,0
JOB-2019-0008237,1
JOB-2019-0010038,7
JOB-2019-0014569,2
JOB-2019-0017096,1
JOB-2019-0008768,9
JOB-2019-0014431,5
JOB-2019-0001853,1
JOB-2019-0003360,9
JOB-2019-0007262,8
JOB-2019-0007561,9
JOB-2019-0016852,2
JOB-2019-0010407,9
JOB-2019-0013102,0
JOB-2019-0000304,1
JOB-2019-0019199,0
JOB-2019-0009447,6
JOB-2019-0014661,6
JOB-2019-0020029,3
JOB-2019-0013911,8
JOB-2019-0011581,7
JOB-2019-0009626,2
JOB-2019-0018188,7
JOB-2019-0014522,2
JOB-2019-0007916,9
JOB-2019-0003047,4
JOB-2019-0003942,3
JOB-2019-0007234,0
JOB-2019-0002217,7
JOB-2019-0006271,3
JOB-2019-0003574,1
JOB-2019-0000407,1
JOB-2019-0014163,6
JOB-2019-0009877,8
JOB-2019-0007563,8
JOB-2019-0005753,6
JOB-2019-0003404,9
JOB-2019-0010745,9
JOB-2019-0016505,5
JOB-2019-0002982,9
JOB-2019-0008037,0
JOB-2019-0008219,9
JOB-2019-0017910,4
JOB-2019-0019986,9
JOB-2019-0005711,0
JOB-2019-0009514,9
JOB-2019-0007413,9
JOB-2019-0009039,1
JOB-2019-0018424,1
JOB-2019-0020133,9
JOB-2019-0011472,9
JOB-2019-0002340,6
JOB-2019-0002676,9
JOB-2019-0006291,9
JOB-2019-0003220,6
JOB-2019-0008632,7
JOB-2019-0003601,6
JOB-2019-0018376,3
JOB-2019-0011485,0
JOB-2019-0016355,9
JOB-2019-0009191,4
JOB-2019-0011995,9
JOB-2019-0003647,6
JOB-2019-0003474,3
JOB-2019-0010135,8
JOB-2019-0011415,3
JOB-2019-0010154,3
JOB-2019-0002560,2
JOB-2019-0014828,3
JOB-2019-0017182,6
JOB-2019-0008464,9
JOB-2019-0013905,6
JOB-2019-0018358,0
JOB-2019-0011895,0
JOB-2019-0004900,0
JOB-2019-0007010,8
JOB-2019-0006842,3
JOB-2019-0010179,9
JOB-2019-0002839,6
JOB-2019-0013394,0
JOB-2019-0000271,9
JOB-2019-0004911,6
JOB-2019-0009586,7
JOB-2019-0006139,1
JOB-2019-0003978,9
JOB-2019-0014098,0
JOB-2019-0010007,1
JOB-2019-0015030,7
JOB-2019-0010112,2
JOB-2019-0011412,1
JOB-2019-0014194,8
JOB-2019-0010051,2
JOB-2019-0014994,2
JOB-2019-0018271,1
JOB-2019-0010034,3
JOB-2019-0018217,0
JOB-2019-0013776,9
JOB-2019-0012691,8
JOB-2019-0007696,0
JOB-2019-0007981,0
JOB-2019-0017519,2
JOB-2019-0006854,0
JOB-2019-0008883,0
JOB-2019-0017671,2
JOB-2019-0016086,4
JOB-2019-0001565,5
JOB-2019-0012665,0
JOB-2019-0007251,7
JOB-2019-0010157,0
JOB-2019-0005480,8
JOB-2019-0009207,9
JOB-2019-0009421,9
JOB-2019-0008410,1
JOB-2019-0012053,1
JOB-2019-0007369,8
JOB-2019-0001843,0
JOB-2019-0009653,9
JOB-2019-0003556,9
JOB-2019-0008069,9
JOB-2019-0008951,0
JOB-2019-0003705,9
JOB-2019-0014754,6
JOB-2019-0016398,1
JOB-2019-0007892,3
JOB-2019-0006800,8
JOB-2019-0012455,4
JOB-2019-0008036,9
JOB-2019-0015865,4
JOB-2019-0010894,9
JOB-2019-0011856,4
JOB-2019-0004480,6
JOB-2019-0018139,6
JOB-2019-0000737,9
JOB-2019-0004495,9
JOB-2019-0001719,9
JOB-2019-0014547,7
JOB-2019-0003958,8
JOB-2019-0013264,1
JOB-2019-0011859,3
JOB-2019-0018571,0
JOB-2019-0009095,6
JOB-2019-0011198,6
JOB-2019-0014391,1
JOB-2019-0003392,8
JOB-2019-0002119,8
JOB-2019-0010097,0
JOB-2019-0008929,2
JOB-2019-0019372,3
JOB-2019-0008843,8
JOB-2019-0012092,0
JOB-2019-0002621,1
JOB-2019-0015553,9
JOB-2019-0001806,0
JOB-2019-0013255,6
JOB-2019-0015141,9
JOB-2019-0004462,9
JOB-2019-0007564,3
JOB-2019-0011410,3
JOB-2019-0008615,0
JOB-2019-0001615,8
JOB-2019-0019351,1
JOB-2019-0012304,0
JOB-2019-0003671,6
JOB-2019-0006795,6
JOB-2019-0007134,9
JOB-2019-0012162,9
JOB-2019-0011374,1
JOB-2019-0015703,2
JOB-2019-0011403,4
JOB-2019-0000480,3
JOB-2019-0014785,6
JOB-2019-0005375,6
JOB-2019-0005491,0
JOB-2019-0004800,5
JOB-2019-0010394,9
JOB-2019-0015889,3
JOB-2019-0019767,9
JOB-2019-0011516,2
JOB-2019-0009882,4
JOB-2019-0001523,3
JOB-2019-0012779,8
JOB-2019-0009911,4
JOB-2019-0003310,0
JOB-2019-0013608,1
JOB-2019-0005218,6
JOB-2019-0013841,6
JOB-2019-0018965,2
JOB-2019-0006286,2
JOB-2019-0006245,0
JOB-2019-0016746,9
JOB-2019-0013261,5
JOB-2019-0004679,9
JOB-2019-0010009,9
JOB-2019-0019157,0
JOB-2019-0016268,0
JOB-2019-0016440,3
JOB-2019-0007443,6
JOB-2019-0005722,6
JOB-2019-0010495,3
JOB-2019-0000117,1
JOB-2019-0002595,9
JOB-2019-0006468,4
JOB-2019-0007925,0
JOB-2019-0010741,7
JOB-2019-0009467,6
JOB-2019-0012213,6
JOB-2019-0012111,9
JOB-2019-0009706,9
JOB-2019-0003195,7
JOB-2019-0014188,9
JOB-2019-0003822,9
JOB-2019-0011549,6
JOB-2019-0008513,1
JOB-2019-0013462,8
JOB-2019-0018107,5
JOB-2019-0005782,2
JOB-2019-0018694,4
JOB-2019-0001898,2
JOB-2019-0017125,2
JOB-2019-0020262,0
JOB-2019-0019129,7
JOB-2019-0007476,2
JOB-2019-0009381,3
JOB-2019-0010541,3
JOB-2019-0009721,2
JOB-2019-0011983,8
JOB-2019-0001808,3
JOB-2019-0005664,6
JOB-2019-0019200,9
JOB-2019-0004133,4
JOB-2019-0010302,7
JOB-2019-0008854,1
JOB-2019-0000622,6
JOB-2019-0008112,6
JOB-2019-0019078,3
JOB-2019-0007120,5
JOB-2019-0006574,3
JOB-2019-0012052,0
JOB-2019-0006958,9
JOB-2019-0006868,3
JOB-2019-0000486,1
JOB-2019-0013791,3
JOB-2019-0007827,0
JOB-2019-0014397,4
JOB-2019-0003694,6
JOB-2019-0005795,4
JOB-2019-0000678,3
JOB-2019-0007752,3
JOB-2019-0015864,9
JOB-2019-0016824,7
JOB-2019-0005095,6
JOB-2019-0012886,7
JOB-2019-0007734,5
JOB-2019-0001643,4
JOB-2019-0002010,6
JOB-2019-0000793,0
JOB-2019-0007541,9
JOB-2019-0008201,2
JOB-2019-0008986,7
JOB-2019-0015009,0
JOB-2019-0002237,6
JOB-2019-0002597,0
JOB-2019-0006932,6
JOB-2019-0013118,9
JOB-2019-0018952,5
JOB-2019-0006933,9
JOB-2019-0017506,3
JOB-2019-0019360,8
JOB-2019-0019840,4
JOB-2019-0008644,2
JOB-2019-0007115,9
JOB-2019-0009739,6
JOB-2019-0010119,2
JOB-2019-0001418,3
JOB-2019-0002582,0
JOB-2019-0009445,0
JOB-2019-0007041,9
JOB-2019-0003843,1
JOB-2019-0010212,0
JOB-2019-0013361,3
JOB-2019-0008931,9
JOB-2019-0009305,3
JOB-2019-0014744,3
JOB-2019-0013863,3
JOB-2019-0006030,6
JOB-2019-0000642,1
JOB-2019-0005860,9
JOB-2019-0010433,6
JOB-2019-0001468,9
JOB-2019-0011970,0
JOB-2019-0007537,0
JOB-2019-0015590,0
JOB-2019-0005526,3
JOB-2019-0014030,1
JOB-2019-0009204,9
JOB-2019-0017585,1
JOB-2019-0003394,6
JOB-2019-0016431,4
JOB-2019-0000818,6
JOB-2019-0001619,6
JOB-2019-0013007,5
JOB-2019-0017088,9
JOB-2019-0013797,4
JOB-2019-0020243,9
JOB-2019-0014957,0
JOB-2019-0007466,3
JOB-2019-0010700,3
JOB-2019-0003148,6
JOB-2019-0019278,9
JOB-2019-0017240,0
JOB-2019-0017629,8
JOB-2019-0007433,3
JOB-2019-0018701,6
JOB-2019-0015300,9
JOB-2019-0016099,5
JOB-2019-0009212,9
JOB-2019-0004812,3
JOB-2019-0009859,4
JOB-2019-0001401,9
JOB-2019-0003468,7
JOB-2019-0005889,1
JOB-2019-0013387,3
JOB-2019-0001490,0
JOB-2019-0007577,3
JOB-2019-0014780,3
JOB-2019-0001583,1
JOB-2019-0010609,3
JOB-2019-0008171,9
JOB-2019-0008331,9
JOB-2019-0014190,4
JOB-2019-0014652,5
JOB-2019-0018637,1
JOB-2019-0000364,9
JOB-2019-0014829,0
JOB-2019-0005091,9
JOB-2019-0011594,9
JOB-2019-0017529,3
JOB-2019-0017556,8
JOB-2019-0009511,4
JOB-2019-0001189,9
JOB-2019-0002653,9
JOB-2019-0017934,0
JOB-2019-0010614,4
JOB-2019-0008715,9
JOB-2019-0011305,1
JOB-2019-0019250,0
JOB-2019-0005740,8
JOB-2019-0004768,2
JOB-2019-0011879,8
JOB-2019-0001975,9
JOB-2019-0017718,0
JOB-2019-0014073,3
JOB-2019-0014809,0
JOB-2019-0005360,1
JOB-2019-0007562,3
JOB-2019-0013834,1
JOB-2019-0004193,3
JOB-2019-0000560,1
JOB-2019-0008818,6
JOB-2019-0016843,6
JOB-2019-0004943,1
JOB-2019-0005186,9
JOB-2019-0010314,5
JOB-2019-0008978,3
JOB-2019-0002837,7
JOB-2019-0007220,8
JOB-2019-0019851,5
JOB-2019-0003505,3
JOB-2019-0007265,6
JOB-2019-0000968,9
JOB-2019-0015998,6
JOB-2019-0009286,8
JOB-2019-0010965,9
JOB-2019-0005301,2
JOB-2019-0008133,4
JOB-2019-0011235,0
JOB-2019-0015334,0
JOB-2019-0008797,9
JOB-2019-0013754,4
JOB-2019-0016024,1
JOB-2019-0007280,1
JOB-2019-0013825,2
JOB-2019-0003336,7
JOB-2019-0017700,1
JOB-2019-0018396,0
JOB-2019-0000796,9
JOB-2019-0014975,0
JOB-2019-0014325,0
JOB-2019-0010341,4
JOB-2019-0012812,3
JOB-2019-0004048,0
JOB-2019-0010522,3
JOB-2019-0016480,6
JOB-2019-0018354,4
JOB-2019-0000141,1
JOB-2019-0016806,9
JOB-2019-0000836,9
JOB-2019-0004921,4
JOB-2019-0013886,4
JOB-2019-0005167,0
JOB-2019-0011184,6
JOB-2019-0007045,0
JOB-2019-0015081,2
JOB-2019-0002365,3
JOB-2019-0019832,0
JOB-2019-0004219,1
JOB-2019-0005256,2
JOB-2019-0020020,0
JOB-2019-0019779,9
JOB-2019-0001671,6
JOB-2019-0007816,3
JOB-2019-0002945,9
JOB-2019-0013334,9
JOB-2019-0011379,9
JOB-2019-0015726,2
JOB-2019-0001641,3
JOB-2019-0001497,9
JOB-2019-0003856,6
JOB-2019-0001655,5
JOB-2019-0015500,0
JOB-2019-0012707,6
JOB-2019-0004171,9
JOB-2019-0009056,0
JOB-2019-0011202,2
JOB-2019-0011009,3
JOB-2019-0007257,8
JOB-2019-0009894,0
JOB-2019-0011429,9
JOB-2019-0005180,7
JOB-2019-0013066,9
JOB-2019-0000487,6
JOB-2019-0015898,0
JOB-2019-0019470,9
JOB-2019-0016631,7
JOB-2019-0005529,9
JOB-2019-0000077,6
JOB-2019-0004980,7
JOB-2019-0004606,7
JOB-2019-0017287,4
JOB-2019-0002718,0
JOB-2019-0016103,3
JOB-2019-0002136,5
JOB-2019-0010679,2
JOB-2019-0007646,1
JOB-2019-0007991,1
JOB-2019-0015105,2
JOB-2019-0018422,8
JOB-2019-0014186,9
JOB-2019-0010559,0
JOB-2019-0016865,2
JOB-2019-0001998,3
JOB-2019-0012031,6
JOB-2019-0014613,9
JOB-2019-0009556,0
JOB-2019-0016468,0
JOB-2019-0012303,8
JOB-2019-0013062,0
JOB-2019-0014021,2
JOB-2019-0007874,0
JOB-2019-0002979,7
JOB-2019-0018832,8
JOB-2019-0001154,0
JOB-2019-0007829,3
JOB-2019-0006277,6
JOB-2019-0017464,4
JOB-2019-0000038,8
JOB-2019-0011494,2
JOB-2019-0001685,3
JOB-2019-0007589,1
JOB-2019-0002239,0
JOB-2019-0018625,7
JOB-2019-0000583,7
JOB-2019-0010809,2
JOB-2019-0000739,4
JOB-2019-0000656,6
JOB-2019-0020012,8
JOB-2019-0019353,8
JOB-2019-0006839,2
JOB-2019-0013203,9
JOB-2019-0017475,9
JOB-2019-0018371,0
JOB-2019-0009639,9
JOB-2019-0000629,8
JOB-2019-0010979,7
JOB-2019-0009883,7
JOB-2019-0014331,7
JOB-2019-0018940,7
JOB-2019-0019900,3
JOB-2019-0013484,3
JOB-2019-0014727,5
JOB-2019-0003725,9
JOB-2019-0013690,6
JOB-2019-0011186,5
JOB-2019-0006389,6
JOB-2019-0013986,0
JOB-2019-0003231,9
JOB-2019-0014121,6
JOB-2019-0018835,0
JOB-2019-0010958,0
JOB-2019-0005073,0
JOB-2019-0012684,0
JOB-2019-0010703,8
JOB-2019-0008983,2
JOB-2019-0013044,6
JOB-2019-0009767,0
JOB-2019-0001089,6
JOB-2019-0004431,9
JOB-2019-0019625,2
JOB-2019-0008181,1
JOB-2019-0012351,6
JOB-2019-0004563,9
JOB-2019-0017435,1
JOB-2019-0011310,3
JOB-2019-0014344,1
JOB-2019-0008938,6
JOB-2019-0016714,0
JOB-2019-0017903,6
JOB-2019-0008671,6
JOB-2019-0011914,8
